user_id,post_text,sentiment_score
dhruv.xd,Arguing in front of children and other family members in a thing of the past. arguments,-0.6908
dhruv.xd,We no longer worry about going to parties with our spouses and being touchy feely with other people. jealously,-0.6597
dhruv.xd,We said goodbye to waking up and not remembering what we did the last night. blackouts,0.0
dhruv.xd,We go to give not just to get. meetings AA,0.0
dhruv.xd,Do you know someone who’s life was disrupted because they’re hooked on internet porn? addiction,0.0
dhruv.xd,Why is free porn so tempting? addiction ,0.5106
dhruv.xd,Have you ever had trouble connecting with others? counseling,-0.4019
dhruv.xd,Opposite of addiction is not sobriety? ,0.0
dhruv.xd,Can you recognize a food addiction when it’s right in front of you?,0.0
dhruv.xd,Food addiction vs. Eating addiction ,0.0
dhruv.xd,Do you think that your habit is becoming an addiction?,0.0
dhruv.xd,How a habit becomes an addiction ,0.0
dhruv.xd,Do you know of any medical marijuana  regulations in your state?,0.0
dhruv.xd,California medical marijuana regulations ,0.0
dhruv.xd,Do you know where illicit drugs are sold in your community?,0.0
dhruv.xd,Addiction is everywhere ,0.0
dhruv.xd,Have you experienced irritability or anxiousness due to not having access to the internet?,-0.5267
dhruv.xd,More on internet addiction ,0.0
dhruv.xd,How many people in your family have used heroin?,-0.4939
dhruv.xd,How do people get off heroin? ,-0.4939
dhruv.xd,Have you every received a ticket for distracted driving? counseling,-0.34
dhruv.xd,Does your internet use get in the way of you tending to  your normal daily responsibilities?,0.0
dhruv.xd,Is Internet addiction a fad? ,0.2263
dhruv.xd,What about addiction do you find puzzling?,0.0
dhruv.xd,Likely cause of addiction has been discovered? ,0.0
dhruv.xd,Have you seen the harmful effects of crystal meth addiction?,0.0
dhruv.xd,Why girls take crystal meth addiction ,0.0
dhruv.xd,Do your clients prefer a 12 step program or individual CBT sessions for drug treatment?,0.0
dhruv.xd,Models of alcoholism and drug addiction ,0.0
dhruv.xd,Just watching someone take a drink on T.V. can trigger a craving. alcoholism addiction,0.0
dhruv.xd,What triggers cravings? addiction ,0.0
dhruv.xd,Have you ever seen someone try to medicate mood swings with crack and alchohol?,0.0
dhruv.xd,Bipolar and drug addiction ,0.0
dhruv.xd,Do you know some who has been arrested because of their addiction?,-0.4767
dhruv.xd,Is addiction a medical problem or a criminal one? ,-0.7269
dhruv.xd,Do you know someone who literally bets their whole pay check? gambling,-0.1027
dhruv.xd,Sometimes the most unlikely people can be addicted to substances.,0.0
dhruv.xd,Sanders battled drug addiction ,-0.296
dhruv.xd,Have you ever used your prescription medication incorrectly?,0.0
dhruv.xd,Who gets addicted to prescription drugs? ,0.0
dhruv.xd,Are you concerned that someone you know may be addicted?,0.0
dhruv.xd,What is addiction? ,0.0
dhruv.xd,Have you witnessed the benefits of medical marijuana?,0.3818
dhruv.xd,Medical benefits of marijuana unclear? ,0.1531
dhruv.xd,Have you ever tried to stop a bad habit along? addiction,-0.6908
dhruv.xd,Heroin addiction and changing bad habits ,-0.7717
dhruv.xd,How desperate are to fix your problem? addiction,-0.6124
dhruv.xd,CBT to treat addiction? ,0.4019
dhruv.xd,If you miss work or have personal conflicts because of your habit you may have a problem. addiction,-0.7096
dhruv.xd,What does love addicted mean ,0.6369
dhruv.xd,How can I spice up my daily grind? counseling,0.0
dhruv.xd,Dealing with down feelings in under 10 minutes emotions ,0.0
dhruv.xd,What if I just focus on my past?,0.0
dhruv.xd,How can I work on increasing my gratitude?,0.5106
dhruv.xd,Tricks to help reduce stress? ,-0.1531
dhruv.xd,How can having gratitude work  for me?,0.5106
dhruv.xd,Living with mental illness ,-0.4019
dhruv.xd,How could you be more consistent with working on your goals?,0.0
dhruv.xd,Anxiety and drugs linked to dementia and death ,-0.6808
dhruv.xd,How can you find out what’s holding you back?,0.0
dhruv.xd,Communication skills you can use right now ,0.0
dhruv.xd,What’s so important about memories?,0.2716
dhruv.xd,Hollywood and aspergers ,0.0
dhruv.xd,What would a perfect life look like to you?,0.7351
dhruv.xd,How to talk about emotions ,0.0
dhruv.xd,How did practicing gratitude impact your life?,0.5106
dhruv.xd,Schizophrenia in ones child or adolescent ,0.0
dhruv.xd,What happened when you used your imagination as a kid?,0.0
dhruv.xd,Mental issues may lead to chronic pain in teens ,-0.5106
dhruv.xd,What if you continue to hide how you feel?,-0.1779
dhruv.xd,Poor sleep may predict developmental problems children ,-0.7003
dhruv.xd,What if you were more aware of your own intentions?,0.0
dhruv.xd,Keeping your child healthy ,0.4019
dhruv.xd,What safety concerns do you have at home?,0.4215
dhruv.xd,Shouldn’t need meds to feel better? mentalillness ,0.4404
dhruv.xd,What if there is violence in the home?,-0.6249
dhruv.xd,5 signs of mental health issues ,0.0
dhruv.xd,What if there is a commitment phobia?,0.0
dhruv.xd,Which countries does mental health have the most impact ,0.0
dhruv.xd,What concerns do you have about your partners behavior?,0.0
dhruv.xd,How to raise a mentally strong child? ,0.5106
dhruv.xd,Why dont you share your drinking concerns with your partner? commnication,-0.2235
dhruv.xd,Fight for equality between mental and physical health ,-0.3818
dhruv.xd,Why have you been single for such a long time? relationships?,0.0
dhruv.xd,Mentally ill left behind mentalillnes ,-0.4215
dhruv.xd,Why do you think your life is so chaotic? counseling,-0.6269
dhruv.xd,Royals shine light on mental health ,0.0
dhruv.xd,Why are people so serious about recovery?,-0.188
dhruv.xd,Parenting and your childhood trauma? ,-0.4215
dhruv.xd,Why do you feel ashamed for needing help?,-0.1027
dhruv.xd,Pregnant women with mental health problems? ,-0.4019
dhruv.xd,Who do you turn to when you have doubts?,-0.296
dhruv.xd,Talking is the best therapy? ,0.6369
dhruv.xd,What keeps you from opening up to someone that you trust?,0.5106
dhruv.xd,Heroin in the foster care system ,0.0
dhruv.xd,What keeps you from making healthy decisions?,0.4019
dhruv.xd,Living with schizophrenia ,0.0
dhruv.xd,Do you have a gifted child?,0.0
dhruv.xd,The problem with being gifted children ,-0.4019
dhruv.xd,How did you handle your divorce?,0.0
dhruv.xd,Mantras divorcing parties should follow? relationships ,0.4019
dhruv.xd,Have you heard of age related decline? aging,0.0
dhruv.xd,Depression is not a normal part of aging ,-0.5719
dhruv.xd,Do you friends understand mental health issues?,0.4767
dhruv.xd,When friends don’t understand your mental health? relationships ,0.4767
dhruv.xd,Did you know that a death can cause PTSD symptoms?,-0.5994
dhruv.xd,Trauma after stillbirth ,-0.4215
dhruv.xd,When did you realize that the lies were actually delusions?,-0.4215
dhruv.xd,More than delusions ,0.0
dhruv.xd,What would happen if you friends found out that you’re in recovery?,0.4767
dhruv.xd,A recovering addicts experience ,0.0
dhruv.xd,Have you ever noticed a co-worker high on the job? addiction,0.0
dhruv.xd,How to handle employee addiction ,0.0
dhruv.xd,How would you know if your spouse is a narcissist?,0.0
dhruv.xd,I fell in love  with a narcissist ,0.6369
dhruv.xd,I fell in love  with a narcissist ,0.6369
dhruv.xd,How does mental illness impact your life?,-0.4019
dhruv.xd,The impact of mental illness ,-0.4019
dhruv.xd,How is the communication with your spouse?,0.0
dhruv.xd,Your partner can’t read your mind relationships ,0.0
dhruv.xd,Do you remember daydreaming is school?,0.0
dhruv.xd,Teach kids to daydream? ,0.0
dhruv.xd,Can you tell if when you are feeling anxious as opposed to depressed?,-0.5859
dhruv.xd,Anxious and depressed ,-0.6486
dhruv.xd,How long do your panic attacks last?,-0.7351
dhruv.xd,Have you ever been assessed for a mental illness?,-0.4019
dhruv.xd,Brief mental health check ups ,0.0
dhruv.xd,Do you know any one diagnosed with dysthymia?,0.0
dhruv.xd,Famous figures and mental illness mentalillness ,-0.4019
dhruv.xd,Have you ever been discriminated against?,0.0
dhruv.xd,Is it you or is it racist ,-0.6124
dhruv.xd,Has resentment every got the best of you?,0.3182
dhruv.xd,Tackling feelings of resentment? ,-0.4404
dhruv.xd,What are your thoughts about hypnosis?,0.0
dhruv.xd,Is hypnosis safe? ,0.4404
dhruv.xd,Have you every been distracted by voices in your head? hallucinations,-0.34
dhruv.xd,When did you stop sleeping with the light on? fear anxiety,-0.7269
dhruv.xd,Are you afraid of the dark? ,0.0
dhruv.xd,Do you think your treatment for depression is working?,-0.5719
dhruv.xd,Significant undertreatment of depression ,-0.4404
dhruv.xd,How does OCD impact your daily routine?,0.0
dhruv.xd,Overcoming OCD ,0.0
dhruv.xd,What medications are work best for your bipolar symptoms?,0.6369
dhruv.xd,Bipolar advantage ,0.25
dhruv.xd,How to tell if your boss is a bully? ,-0.4939
dhruv.xd,"Beyond concussions, improving emotional health of athletes? ",0.5267
dhruv.xd,Bariatric surgery increases risk of suicide? ,-0.765
dhruv.xd,Reducing separation anxiety in preschoolers? ,-0.1779
dhruv.xd,What is trichotillomania? ,0.0
dhruv.xd,Married people should have better sex? ,0.4404
dhruv.xd,How have you avoided cheating? ,-0.7184
dhruv.xd,Runner’s high like marijuana high? ,0.3612
dhruv.xd,What’s wrong with me women ,-0.4767
dhruv.xd,Bullied about  breastfeeding? ,-0.6249
dhruv.xd,The dark side of prescription drugs ,0.0
dhruv.xd,What do you know about narcolepsy? ,0.0
dhruv.xd,Mass killers rely on past perpetrators ,-0.743
dhruv.xd,Relationships and conquering fear? ,-0.4939
dhruv.xd,What is emotional and psychological trauma? ,-0.296
dhruv.xd,Alcoholism is a subtle foe ,-0.4404
dhruv.xd,Parents influence teens decisions about drunk driving? ,-0.34
dhruv.xd,Myths that undermine addiction recovery? ,-0.296
dhruv.xd,Is adult ADHD  linked to addiction? ,0.0
dhruv.xd,How spirituality can help you beat addiction? ,0.4019
dhruv.xd,Teens who died after hypnosis? ,-0.5574
dhruv.xd,What’s it like to date someone with bipolar disorder? ,-0.0516
dhruv.xd,How do you take care of yourself at work? selfcare ,0.4939
dhruv.xd,College kids and alcohol ,0.0
dhruv.xd,Have you ever suffered from low self esteem? ,-0.6486
dhruv.xd,How informed are you about psychiatric medications? ,0.0
dhruv.xd,What are the treatment options for someone who has anorexia? ,0.0
dhruv.xd,Are you disciplined enough to practice daily mindfulness? ,0.0
dhruv.xd,What things can you do to raise a competent child? ,0.3182
dhruv.xd,What have tried in an attempt to quit smoking? nicotine ,0.0
dhruv.xd,How does caffeine addiction look? ,0.0
dhruv.xd,Do you know the signs of bad childcare ,-0.5423
dhruv.xd,How would you handle a panic attack? anxiety ,-0.7964
dhruv.xd,Is there a difference between low mood and depression? ,-0.7003
dhruv.xd,What are the chances that anxiety sufferers may just be too smart? ,-0.1531
dhruv.xd,How could you be supportive if your teen was bullied? ,-0.4404
dhruv.xd,What methods do you use to calm yourself when you’re anxious? ,0.0772
dhruv.xd,How often do you see others practicing mindfulness? ,0.0
